cluster,lat,lon,canal,accion_sugerida,promedio_transacciones_red,clientes_afectados,departamento,provincia,distrito,perfil_top,oportunidad_clientes_nominas,pct_digital,ingreso_prom,edad_prom,diagnostico,%Participacion_General_BBVA,%Participacion_PN_BBVA,%Participacion_PYME_BBVA,Ranking_General,Ranking_PN,Ranking_PYME
224,-12.04246721581028,-76.95369221627708,agente,nuevo_punto,0.0,3732,LIMA,LIMA,SANTA ANITA,Real,0,1,1,1,"[""Zona con 3.732 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.16,1192,1111,369
225,-10.928561358821419,-74.87332493910822,agente,nuevo_punto,0.0,3839,JUNIN,CHANCHAMAYO,PICHANAQUI,Real,23,1,1,1,"[""Zona con 3.839 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 23 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
226,-11.934669874811359,-76.6970830367144,agente,nuevo_punto,0.0,4234,LIMA,LIMA,LURIGANCHO,Real,0,1,1,1,"[""Zona con 4.234 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.29,0.24,1328,1234,494
227,-11.871788092561985,-77.13698448739328,agente,nuevo_punto,0.0,4097,CALLAO,CALLAO,VENTANILLA,Real,0,1,1,1,"[""Zona con 4.097 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.14,1190,1109,335
228,-17.19428180438376,-70.93712341688781,agente,nuevo_punto,0.0,3928,MOQUEGUA,MSCAL NIETO,MOQUEGUA,Real,0,1,1,1,"[""Zona con 3.928 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.19,0.19,0.16,718,641,375
229,-13.160864628674094,-74.2226373766457,agente,nuevo_punto,0.0,4055,AYACUCHO,HUAMANGA,AYACUCHO,Real,0,1,1,1,"[""Zona con 4.055 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.14,1080,1040,327
230,-12.172722336183977,-76.96285682983289,agente,mantener_recomendacion,390.0,3968,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Real,0,1,1,1,"[""Zona con 3.968 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.19,1150,1046,416
231,-5.709373432123609,-78.8095264613286,agente,nuevo_punto,77.0,3947,CAJAMARCA,JAEN,JAEN,Real,266,1,1,1,"[""Zona con 3.947 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 266 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.29,0.31,0.16,1340,1364,371
232,-6.764889062738057,-79.86803932702466,agente,nuevo_punto,0.0,4141,LAMBAYEQUE,CHICLAYO,CHICLAYO,Real,0,1,1,1,"[""Zona con 4.141 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.12,1039,965,302
233,-12.078399662809922,-77.00867989761194,agente,nuevo_punto,296.0,3633,LIMA,LIMA,SAN LUIS,Real,0,1,1,1,"[""Zona con 3.633 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.27,1147,1016,530
234,-5.206319174128641,-80.61953763860107,agente,nuevo_punto,181.0,4204,PIURA,PIURA,CASTILLA,Real,0,1,1,1,"[""Zona con 4.204 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.27,0.27,0.14,1225,1158,332
235,-8.139305160474311,-79.03864180022386,agente,nuevo_punto,0.0,3480,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,Real,0,1,1,1,"[""Zona con 3.480 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
236,-11.862804980812076,-77.09116141961422,agente,nuevo_punto,0.0,3632,LIMA,LIMA,PUENTE PIEDRA,Real,0,1,1,1,"[""Zona con 3.632 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.27,0.28,0.16,1242,1177,372
237,-3.769021294143016,-73.28326448717517,agente,nuevo_punto,0.0,3674,LORETO,MAYNAS,SAN JUAN BAUTISTA,Real,0,1,1,1,"[""Zona con 3.674 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.32,0.33,0.13,1513,1473,316
238,-12.04246721581028,-77.10490833994794,agente,nuevo_punto,0.0,3988,LIMA,LIMA,MIRAFLORES,Real,0,1,1,1,"[""Zona con 3.988 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.09,1045,943,230
239,-11.939161430686312,-77.05908527216889,agente,nuevo_punto,0.0,3902,LIMA,LIMA,COMAS,Real,349,1,1,1,"[""Zona con 3.902 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 349 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.3,0.3,0.16,1387,1305,377
240,-12.365859238807044,-76.7933114790504,agente,nuevo_punto,0.0,3382,LIMA,LIMA,PUNTA NEGRA,Real,0,1,1,1,"[""Zona con 3.382 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.1,1117,1008,241
241,-12.15924766855911,-76.99493297727822,agente,nuevo_punto,1.0,3049,LIMA,LIMA,SANTIAGO DE SURCO,Real,0,1,1,1,"[""Zona con 3.049 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.17,1048,936,388
242,-8.062948710600075,-79.05238872055756,agente,nuevo_punto,0.0,3515,LA LIBERTAD,TRUJILLO,LA ESPERANZA,Real,0,1,1,1,"[""Zona con 3.515 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.17,1124,1041,386
243,-11.885262760186851,-77.02242681794566,agente,nuevo_punto,216.5,3530,LIMA,LIMA,CARABAYLLO,Real,0,1,1,1,"[""Zona con 3.530 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.29,0.29,0.25,1377,1286,508
244,-12.069416551060009,-77.12323756705956,agente,nuevo_punto,0.0,4164,CALLAO,CALLAO,LA PERLA,Real,0,1,1,1,"[""Zona con 4.164 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.25,1138,1009,506
245,-8.134813604599355,-79.04780641377965,agente,mantener_recomendacion,546.0,3855,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,Real,26,1,1,1,"[""Zona con 3.855 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 26 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
246,-12.015517880560548,-77.05450296539098,agente,nuevo_punto,0.0,3444,LIMA,LIMA,SAN MARTIN DE PORRES,Real,0,1,1,1,"[""Zona con 3.444 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.06,1062,1069,152
247,-6.481921042615884,-76.35799233514943,agente,mantener_recomendacion,371.0,4003,SAN MARTIN,SAN MARTIN,MORALES,Real,0,1,1,1,"[""Zona con 4.003 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.35,0.36,0.24,1615,1560,490
248,-12.10534899805965,-77.00867989761194,agente,nuevo_punto,0.0,3744,LIMA,LIMA,SAN BORJA,Real,301,1,1,1,"[""Zona con 3.744 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 301 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.25,0.28,1104,968,538
249,-12.05145032756019,-77.13698448739328,agente,nuevo_punto,0.0,3198,CALLAO,CALLAO,CALLAO,Real,0,1,1,1,"[""Zona con 3.198 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.25,0.15,1063,961,356
250,-12.208654783183619,-76.95369221627708,agente,nuevo_punto,0.0,3679,LIMA,LIMA,VILLA EL SALVADOR,Real,0,1,1,1,"[""Zona con 3.679 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.14,1167,1107,329
251,-11.912212095436583,-77.01784451116775,agente,nuevo_punto,0.0,2936,LIMA,LIMA,COMAS,Real,0,1,1,1,"[""Zona con 2.936 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.3,0.3,0.16,1387,1305,377
252,-11.8403472014373,-77.04533835183518,agente,nuevo_punto,0.0,3451,LIMA,LIMA,CARABAYLLO,Real,25,1,1,1,"[""Zona con 3.451 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 25 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.29,0.29,0.25,1377,1286,508
253,-13.839089565792314,-76.25259927925761,agente,nuevo_punto,0.0,3803,ICA,PISCO,PARACAS,Real,0,1,1,1,"[""Zona con 3.803 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.36,0.24,0.72,1646,887,699
254,-11.898737427811717,-77.03159143150147,agente,nuevo_punto,3.0,3778,LIMA,LIMA,CARABAYLLO,Real,0,1,1,1,"[""Zona con 3.778 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.29,0.29,0.25,1377,1286,508
255,-4.88741870700683,-80.68368993349175,agente,nuevo_punto,0.0,3501,PIURA,SULLANA,SULLANA,Real,0,1,1,1,"[""Zona con 3.501 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.26,0.08,1015,1025,196
256,-11.880771204311895,-77.03617373827937,agente,nuevo_punto,169.0,3679,LIMA,LIMA,COMAS,Real,0,1,1,1,"[""Zona con 3.679 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.3,0.3,0.16,1387,1305,377
257,-6.791838397987785,-79.84054548635723,agente,nuevo_punto,0.0,3637,LAMBAYEQUE,CHICLAYO,LA VICTORIA,Real,0,1,1,1,"[""Zona con 3.637 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.27,0.08,1120,1110,211
258,-12.16823078030902,-76.92161606883174,agente,nuevo_punto,0.0,3495,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Real,0,1,1,1,"[""Zona con 3.495 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.14,1029,932,333
259,-12.006534768810639,-76.99035067050032,agente,mantener_recomendacion,333.5,3403,LIMA,LIMA,PACHACAMAC,Real,0,1,1,1,"[""Zona con 3.403 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.1,1144,1093,247
260,-11.970602321810997,-76.99035067050032,agente,nuevo_punto,0.0,3129,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Real,0,1,1,1,"[""Zona con 3.129 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.23,1276,1186,478
261,-11.957127654186134,-77.09116141961422,agente,nuevo_punto,0.0,4058,LIMA,LIMA,SAN MARTIN DE PORRES,Real,0,1,1,1,"[""Zona con 4.058 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.06,1062,1069,152
262,-8.381849177721886,-74.53881654432115,agente,nuevo_punto,0.0,3605,UCAYALI,CORONEL PORTILLO,CALLERIA,Real,13,1,1,1,"[""Zona con 3.605 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 13 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
263,-9.899995063456704,-76.22052313181227,agente,nuevo_punto,0.0,3442,HUANUCO,HUANUCO,AMARILIS,Real,0,1,1,1,"[""Zona con 3.442 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.35,0.35,0.31,1616,1550,571
264,-5.143437391879271,-80.62870225215688,agente,nuevo_punto,0.0,3256,PIURA,PIURA,PIURA,Real,0,1,1,1,"[""Zona con 3.256 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.15,1040,951,345
265,-14.050192691915203,-75.75312784046596,agente,nuevo_punto,0.0,3332,ICA,ICA,ICA,Real,20,1,1,1,"[""Zona con 3.332 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 20 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.27,0.27,0.24,1207,1099,493
266,-13.071033511174996,-76.36715694870524,agente,nuevo_punto,0.0,3612,LIMA,CAÃ‘ETE,SAN VICENTE DE CAÃ±ETE,Real,0,1,1,1,"[""Zona con 3.612 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
267,-11.943652986561268,-76.98118605694451,agente,mantener_recomendacion,491.0,3584,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Real,0,1,1,1,"[""Zona con 3.584 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.23,1276,1186,478
268,-11.975093877685953,-76.99493297727822,agente,nuevo_punto,0.0,3473,LIMA,LIMA,CIENEGUILLA,Real,0,1,1,1,"[""Zona con 3.473 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.07,1155,1087,182
269,-12.163739224434067,-76.98118605694451,agente,nuevo_punto,0.0,3910,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Real,0,1,1,1,"[""Zona con 3.910 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.19,1150,1046,416
270,-12.136789889184335,-76.8712106942748,agente,nuevo_punto,0.0,3565,LIMA,LIMA,PACHACAMAC,Real,0,1,1,1,"[""Zona con 3.565 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.1,1144,1093,247
271,-5.170386727128999,-80.66077839960222,agente,nuevo_punto,0.0,3495,PIURA,PIURA,PIURA,Real,0,1,1,1,"[""Zona con 3.495 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.15,1040,951,345
272,-7.402689996981678,-79.57018938646083,agente,nuevo_punto,0.0,3478,LA LIBERTAD,PACASMAYO,PACASMAYO,Real,0,1,1,1,"[""Zona con 3.478 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.34,0.36,0.11,1590,1569,270
273,-12.082891218684875,-75.20325102711737,agente,nuevo_punto,0.0,3390,JUNIN,HUANCAYO,CHILCA,Real,0,1,1,1,"[""Zona con 3.390 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
274,-12.195180115558752,-76.93536298916545,agente,nuevo_punto,0.0,3240,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Real,7,1,1,1,"[""Zona con 3.240 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 7 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.14,1029,932,333
275,-11.97958543356091,-77.08199680605841,agente,nuevo_punto,0.0,3613,LIMA,LIMA,LOS OLIVOS,Real,188,1,1,1,"[""Zona con 3.613 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 188 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.23,1177,1058,484
276,-16.37232707926698,-71.54198791157128,agente,nuevo_punto,0.0,3392,AREQUIPA,AREQUIPA,CAYMA,Real,0,1,1,1,"[""Zona con 3.392 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.24,0.17,998,896,385
277,-11.49449739906576,-77.20571908906186,agente,mantener_recomendacion,569.67,3439,LIMA,HUARAL,HUARAL,Real,0,1,1,1,"[""Zona con 3.439 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.18,1083,992,401
278,-16.448683529141217,-71.52824099123757,agente,nuevo_punto,0.0,3737,AREQUIPA,AREQUIPA,AREQUIPA,Real,0,1,1,1,"[""Zona con 3.737 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.22,0.22,0.11,877,811,283
279,-4.909876486381606,-80.69743685382547,agente,nuevo_punto,0.0,3440,PIURA,SULLANA,SULLANA,Real,0,1,1,1,"[""Zona con 3.440 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.26,0.08,1015,1025,196
280,-7.146671312109238,-78.5254234410985,agente,nuevo_punto,0.0,3375,CAJAMARCA,CAJAMARCA,CAJAMARCA,Real,0,1,1,1,"[""Zona con 3.375 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.08,1018,940,204
281,-13.708834445418617,-76.20677621147857,agente,nuevo_punto,0.0,3744,ICA,PISCO,PISCO,Real,0,1,1,1,"[""Zona con 3.744 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.17,1100,998,398
282,-7.155654423859147,-78.50709421398687,agente,nuevo_punto,234.0,3656,CAJAMARCA,CAJAMARCA,CAJAMARCA,Real,0,1,1,1,"[""Zona con 3.656 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.08,1018,940,204
283,-12.51857213855552,-76.72915918415973,agente,nuevo_punto,0.0,3520,LIMA,CAÃ‘ETE,CHILCA,Real,0,1,1,1,"[""Zona con 3.520 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
284,-11.948144542436221,-77.0728321925026,agente,nuevo_punto,0.0,3047,LIMA,LIMA,LOS OLIVOS,Real,0,1,1,1,"[""Zona con 3.047 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.23,1177,1058,484
285,-11.925686763061446,-76.96285682983289,agente,nuevo_punto,54.0,3616,LIMA,HUAROCHIRI,SAN ANTONIO,Real,0,1,1,1,"[""Zona con 3.616 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.17,1067,1019,391
286,-14.059175803665113,-75.74396322691015,agente,nuevo_punto,0.0,3331,ICA,ICA,ICA,Real,0,1,1,1,"[""Zona con 3.331 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.27,0.27,0.24,1207,1099,493
287,-13.403408645921669,-76.12429468947627,agente,nuevo_punto,128.0,3397,ICA,CHINCHA,CHINCHA ALTA,Real,0,1,1,1,"[""Zona con 3.397 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.22,1111,1020,473
288,-6.746922839238234,-79.84512779313513,agente,mantener_recomendacion,402.0,3625,LAMBAYEQUE,CHICLAYO,CHICLAYO,Real,0,1,1,1,"[""Zona con 3.625 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.12,1039,965,302
289,-10.034741739705357,-76.21594082503437,agente,nuevo_punto,0.0,3506,HUANUCO,HUANUCO,HUANUCO,Real,0,1,1,1,"[""Zona con 3.506 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.33,0.35,0.17,1536,1524,390
290,-11.790940086812796,-76.98576836372241,agente,nuevo_punto,0.0,3214,LIMA,LIMA,CARABAYLLO,Real,0,1,1,1,"[""Zona con 3.214 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.29,0.29,0.25,1377,1286,508
291,-12.09636588630974,-77.0682498857247,agente,nuevo_punto,0.0,3495,LIMA,LIMA,MAGDALENA DEL MAR,Real,12,1,1,1,"[""Zona con 3.495 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 12 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.53,1310,1201,657
292,-12.190688559683796,-76.95369221627708,agente,nuevo_punto,0.0,3188,LIMA,LIMA,VILLA EL SALVADOR,Real,0,1,1,1,"[""Zona con 3.188 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.14,1167,1107,329
293,-12.064924995185056,-77.12781987383747,agente,nuevo_punto,0.0,3101,LIMA,CALLAO,BELLAVISTA,Real,0,1,1,1,"[""Zona con 3.101 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
294,-12.04246721581028,-76.99035067050032,agente,nuevo_punto,0.0,3825,LIMA,LIMA,LIMA,Real,0,1,1,1,"[""Zona con 3.825 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.23,0.23,0.27,929,822,529
295,-5.165895171254046,-80.66536070638013,agente,nuevo_punto,0.0,3085,PIURA,PIURA,PIURA,Real,0,1,1,1,"[""Zona con 3.085 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.15,1040,951,345
296,-12.064924995185056,-76.99951528405613,agente,nuevo_punto,0.0,3483,LIMA,LIMA,CHACLACAYO,Real,95,1,1,1,"[""Zona con 3.483 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 95 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.14,1287,1184,334
297,-9.450839475961196,-76.27092850636923,agente,nuevo_punto,0.0,3386,HUANUCO,HUANUCO,HUANUCO,Real,0,1,1,1,"[""Zona con 3.386 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.33,0.35,0.17,1536,1524,390
298,-12.204163227308662,-77.00867989761194,agente,nuevo_punto,0.0,3445,LIMA,LIMA,CHORRILLOS,Real,2,1,1,1,"[""Zona con 3.445 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 2 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.33,1145,1004,591
299,-13.834598009917357,-76.2480169724797,agente,nuevo_punto,0.0,3800,ICA,PISCO,PARACAS,Real,0,1,1,1,"[""Zona con 3.800 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.36,0.24,0.72,1646,887,699
