cluster,lat,lon,canal,accion_sugerida,promedio_transacciones_red,clientes_afectados,departamento,provincia,distrito,perfil_top,oportunidad_clientes_nominas,pct_digital,ingreso_prom,edad_prom,diagnostico,%Participacion_General_BBVA,%Participacion_PN_BBVA,%Participacion_PYME_BBVA,Ranking_General,Ranking_PN,Ranking_PYME
391,-8.395323845346752,-74.56172807821066,agente,nuevo_punto,0.0,2740,UCAYALI,CORONEL PORTILLO,YARINACOCHA,Real,0,1,1,1,"[""Zona con 2.740 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.34,0.35,0.23,1579,1549,480
392,-12.208654783183619,-77.01326220438985,agente,nuevo_punto,0.0,2421,LIMA,LIMA,CHORRILLOS,Real,289,1,1,1,"[""Zona con 2.421 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 289 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.33,1145,1004,591
393,-11.84933031318721,-77.0728321925026,agente,nuevo_punto,0.0,2974,LIMA,LIMA,MIRAFLORES,Real,0,1,1,1,"[""Zona con 2.974 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.09,1045,943,230
394,-11.957127654186134,-76.99951528405613,agente,nuevo_punto,0.0,2560,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Real,98,1,1,1,"[""Zona con 2.560 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 98 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.23,1276,1186,478
395,-13.075525067049949,-76.39006848259476,agente,nuevo_punto,0.0,2225,LIMA,CAÃ‘ETE,SAN VICENTE DE CAÃ±ETE,Real,0,1,1,1,"[""Zona con 2.225 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
396,-12.406283241681642,-76.77498225193878,agente,nuevo_punto,0.0,2709,LIMA,LIMA,SANTA MARIA DEL MAR,Real,0,1,1,1,"[""Zona con 2.709 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.13,0.13,0.07,374,337,185
397,-11.975093877685953,-77.11407295350375,agente,nuevo_punto,0.0,2783,CALLAO,CALLAO,CALLAO,Real,0,1,1,1,"[""Zona con 2.783 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.25,0.15,1063,961,356
398,-16.439700417391307,-71.52824099123757,agente,nuevo_punto,0.0,2481,AREQUIPA,AREQUIPA,SOCABAYA,Real,0,1,1,1,"[""Zona con 2.481 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.22,0.23,0.04,898,845,105
399,-12.311960568307583,-76.83455224005155,agente,nuevo_punto,0.0,2492,LIMA,LIMA,PUNTA HERMOSA,Real,0,1,1,1,"[""Zona con 2.492 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.18,0.19,0.1,672,615,249
400,-12.073908106934965,-76.93536298916545,agente,nuevo_punto,0.0,2707,LIMA,LIMA,LA MOLINA,Real,97,1,1,1,"[""Zona con 2.707 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 97 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.24,0.12,1017,909,285
401,-12.015517880560548,-77.0728321925026,agente,nuevo_punto,0.0,2342,LIMA,LIMA,SAN MARTIN DE PORRES,Real,0,1,1,1,"[""Zona con 2.342 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.06,1062,1069,152
402,36.722354918577075,-4.4203582288189125,agente,nuevo_punto,0.0,2352,PIURA,PIURA,PIURA,Real,0,1,1,1,"[""Zona con 2.352 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.15,1040,951,345
403,-12.006534768810639,-77.09116141961422,agente,nuevo_punto,0.0,2786,LIMA,LIMA,SAN MARTIN DE PORRES,Real,0,1,1,1,"[""Zona con 2.786 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.06,1062,1069,152
404,-12.09636588630974,-76.75665302482716,agente,nuevo_punto,0.0,2539,LIMA,LIMA,CIENEGUILLA,Real,0,1,1,1,"[""Zona con 2.539 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.07,1155,1087,182
405,-6.800821509737695,-79.83138087280142,agente,nuevo_punto,0.0,2669,LAMBAYEQUE,CHICLAYO,LA VICTORIA,Real,7,1,1,1,"[""Zona con 2.669 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 7 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.27,0.08,1120,1110,211
406,-6.634633942364356,-79.78555780502236,agente,nuevo_punto,0.0,2345,LAMBAYEQUE,FERREÃ‘AFE,FERREÃ‘AFE,Real,0,1,1,1,"[""Zona con 2.345 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
407,-12.0604334393101,-76.99493297727822,agente,nuevo_punto,0.0,2803,LIMA,LIMA,LIMA,Real,1,1,1,1,"[""Zona con 2.803 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 1 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.23,0.23,0.27,929,822,529
408,-11.948144542436221,-77.08199680605841,agente,nuevo_punto,0.0,2478,LIMA,LIMA,LOS OLIVOS,Real,0,1,1,1,"[""Zona con 2.478 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.23,1177,1058,484
409,-12.204163227308662,-76.94910990949917,agente,nuevo_punto,0.0,2514,LIMA,LIMA,VILLA EL SALVADOR,Real,650,1,1,1,"[""Zona con 2.514 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 650 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.14,1167,1107,329
410,-6.76938061861301,-79.86345702024676,agente,nuevo_punto,0.0,2762,LAMBAYEQUE,CHICLAYO,CHICLAYO,Real,0,1,1,1,"[""Zona con 2.762 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.12,1039,965,302
411,-4.1777528787639255,-81.12359138417062,agente,nuevo_punto,0.0,2641,PIURA,TALARA,LOS ORGANOS,Real,0,1,1,1,"[""Zona con 2.641 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.14,0.14,0.14,445,382,340
412,-16.399276414516713,-71.51449407090385,agente,nuevo_punto,0.0,2418,AREQUIPA,AREQUIPA,MIRAFLORES,Real,87,1,1,1,"[""Zona con 2.418 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 87 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.23,0.24,0.1,954,882,254
413,-18.011744973625586,-70.25894201375787,agente,nuevo_punto,0.0,2476,TACNA,TACNA,TACNA,Real,6,1,1,1,"[""Zona con 2.476 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 6 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.19,1140,1059,419
414,-5.094030277254763,-80.16130696081058,agente,nuevo_punto,0.0,2332,PIURA,MORROPON,CHULUCANAS,Real,0,1,1,1,"[""Zona con 2.332 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.22,0.24,0.13,880,880,311
415,-5.381489853251889,-80.76158914871613,agente,nuevo_punto,0.0,2796,PIURA,PIURA,PIURA,Real,0,1,1,1,"[""Zona con 2.796 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.15,1040,951,345
416,-6.773872174487966,-79.86803932702466,agente,nuevo_punto,171.0,2689,LAMBAYEQUE,CHICLAYO,CHICLAYO,Real,0,1,1,1,"[""Zona con 2.689 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.12,1039,965,302
417,-12.12331522155947,-75.22158025422898,agente,nuevo_punto,0.0,2684,JUNIN,HUANCAYO,HUANCAYO,Real,0,1,1,1,"[""Zona con 2.684 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
418,-16.354360855767162,-71.54198791157128,agente,nuevo_punto,0.0,2471,AREQUIPA,AREQUIPA,CAYMA,Real,0,1,1,1,"[""Zona con 2.471 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.24,0.17,998,896,385
419,-12.028992548185414,-77.10490833994794,agente,nuevo_punto,0.0,1975,CALLAO,CALLAO,CALLAO,Real,0,1,1,1,"[""Zona con 1.975 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.25,0.15,1063,961,356
420,-12.469165023931012,-76.75207071804925,agente,nuevo_punto,0.0,2494,LIMA,CAÃ‘ETE,CHILCA,Real,0,1,1,1,"[""Zona con 2.494 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
421,-7.164637535609057,-78.46585345298573,agente,nuevo_punto,0.0,2663,CAJAMARCA,CAJAMARCA,LOS BAÃ‘OS DEL INCA,Real,0,1,1,1,"[""Zona con 2.663 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
422,-9.917961286956526,-76.23885235892389,agente,nuevo_punto,0.0,2518,HUANUCO,HUANUCO,HUANUCO,Real,0,1,1,1,"[""Zona con 2.518 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.33,0.35,0.17,1536,1524,390
423,-12.199671671433709,-76.96743913661079,agente,nuevo_punto,0.0,2705,LIMA,LIMA,VILLA EL SALVADOR,Real,433,1,1,1,"[""Zona con 2.705 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 433 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.14,1167,1107,329
424,-7.142179756234281,-78.48876498687525,agente,nuevo_punto,0.0,2634,CAJAMARCA,CAJAMARCA,CAJAMARCA,Real,0,1,1,1,"[""Zona con 2.634 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.08,1018,940,204
425,-12.09636588630974,-76.88037530783059,agente,mantener_recomendacion,481.0,2165,LIMA,LIMA,PACHACAMAC,Real,0,1,1,1,"[""Zona con 2.165 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.27,0.1,1144,1093,247
426,-12.028992548185414,-77.04533835183518,agente,nuevo_punto,0.0,2473,LIMA,LIMA,RIMAC,Real,0,1,1,1,"[""Zona con 2.473 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.23,0.23,0.23,962,840,486
427,-12.05145032756019,-77.0682498857247,agente,nuevo_punto,0.0,2154,LIMA,LIMA,LIMA,Real,52,1,1,1,"[""Zona con 2.154 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 52 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.23,0.23,0.27,929,822,529
428,-12.046958771685233,-75.22158025422898,agente,nuevo_punto,0.0,2561,JUNIN,HUANCAYO,EL TAMBO,Real,0,1,1,1,"[""Zona con 2.561 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
429,-12.073908106934965,-76.99951528405613,agente,mantener_recomendacion,569.0,2420,LIMA,LIMA,SAN LUIS,Real,24,1,1,1,"[""Zona con 2.420 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 24 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.27,1147,1016,530
430,-4.89640181875674,-80.69285454704756,agente,nuevo_punto,0.0,2473,PIURA,SULLANA,SULLANA,Real,0,1,1,1,"[""Zona con 2.473 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.26,0.08,1015,1025,196
431,-16.417242638016532,-71.53740560479338,agente,nuevo_punto,0.0,2700,AREQUIPA,AREQUIPA,AREQUIPA,Real,2,1,1,1,"[""Zona con 2.700 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 2 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.22,0.22,0.11,877,811,283
432,-13.538155322170322,-71.90857245380367,agente,nuevo_punto,0.0,2278,CUSCO,CUSCO,SAN SEBASTIAN,Real,0,1,1,1,"[""Zona con 2.278 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.29,0.31,0.13,1381,1335,317
433,-11.975093877685953,-77.00867989761194,agente,nuevo_punto,0.0,2170,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Real,0,1,1,1,"[""Zona con 2.170 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.23,1276,1186,478
434,-5.713864987998566,-78.8049441545507,agente,nuevo_punto,0.0,2647,CAJAMARCA,JAEN,JAEN,Real,41,1,1,1,"[""Zona con 2.647 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 41 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.29,0.31,0.16,1340,1364,371
435,-5.2108107300035975,-80.62411994537898,agente,nuevo_punto,0.0,2236,PIURA,PIURA,CASTILLA,Real,0,1,1,1,"[""Zona con 2.236 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.27,0.27,0.14,1225,1158,332
436,-13.654935774919156,-73.388657543067,agente,nuevo_punto,0.0,2526,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Real,4,1,1,1,"[""Zona con 2.526 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 4 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.38,0.44,0.18,1696,1757,411
437,-7.160145979734104,-78.52084113432059,agente,nuevo_punto,0.0,2652,CAJAMARCA,CAJAMARCA,CAJAMARCA,Real,0,1,1,1,"[""Zona con 2.652 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.08,1018,940,204
438,-12.024500992310458,-76.98118605694451,agente,nuevo_punto,0.0,2300,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Real,0,1,1,1,"[""Zona con 2.300 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.23,1276,1186,478
439,-12.087382774559831,-75.21241564067319,agente,nuevo_punto,0.0,2632,JUNIN,HUANCAYO,CHILCA,Real,41,1,1,1,"[""Zona con 2.632 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 41 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
440,-12.109840553934607,-76.96285682983289,agente,nuevo_punto,0.0,2178,LIMA,LIMA,SANTIAGO DE SURCO,Real,0,1,1,1,"[""Zona con 2.178 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.17,1048,936,388
441,-13.412391757671582,-76.11971238269837,agente,nuevo_punto,0.0,2118,ICA,CHINCHA,CHINCHA ALTA,Real,0,1,1,1,"[""Zona con 2.118 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.22,1111,1020,473
442,-11.97958543356091,-77.04533835183518,agente,nuevo_punto,0.0,2119,LIMA,LIMA,INDEPENDENCIA,Real,0,1,1,1,"[""Zona con 2.119 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.25,0.1,1095,988,245
443,-12.015517880560548,-76.82538762649574,agente,nuevo_punto,0.0,2427,LIMA,LIMA,ATE,Real,89,1,1,1,"[""Zona con 2.427 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 89 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.24,1315,1221,500
444,-12.118823665684516,-76.81164070616202,agente,nuevo_punto,0.0,2527,LIMA,LIMA,CIENEGUILLA,Real,0,1,1,1,"[""Zona con 2.527 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.07,1155,1087,182
445,-12.03348410406037,-75.2353271745627,agente,nuevo_punto,0.0,2444,JUNIN,HUANCAYO,EL TAMBO,Real,0,1,1,1,"[""Zona con 2.444 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
446,-12.29848590068272,-76.85288146716317,agente,nuevo_punto,0.0,2366,LIMA,LIMA,LURIN,Real,0,1,1,1,"[""Zona con 2.366 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
447,-4.49665334588574,-81.22898444006243,agente,nuevo_punto,0.0,1848,PIURA,TALARA,MANCORA,Real,0,1,1,1,"[""Zona con 1.848 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
448,-4.105887984764642,-81.05027447572414,agente,nuevo_punto,0.0,2682,PIURA,TALARA,MANCORA,Real,0,1,1,1,"[""Zona con 2.682 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
449,-6.49539571024075,-76.35799233514943,agente,nuevo_punto,0.0,2365,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,Real,0,1,1,1,"[""Zona con 2.365 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.34,0.34,0.36,1594,1509,605
450,-11.943652986561268,-77.08657911283632,agente,mantener_recomendacion,324.0,2283,LIMA,LIMA,SAN MARTIN DE PORRES,Real,0,1,1,1,"[""Zona con 2.283 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.25,0.26,0.06,1062,1069,152
451,-13.524680654545456,-71.97730705547225,agente,mantener_recomendacion,508.0,2485,CUSCO,CUSCO,CUSCO,Real,0,1,1,1,"[""Zona con 2.485 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.28,0.28,0.18,1300,1227,407
452,-11.90322898368667,-77.05908527216889,agente,nuevo_punto,0.0,2199,LIMA,LIMA,COMAS,Real,0,1,1,1,"[""Zona con 2.199 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.3,0.3,0.16,1387,1305,377
453,-12.195180115558752,-76.98576836372241,agente,nuevo_punto,0.0,2091,LIMA,LIMA,CHORRILLOS,Real,0,1,1,1,"[""Zona con 2.091 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.33,1145,1004,591
454,-12.082891218684875,-76.91245145527593,agente,nuevo_punto,0.0,2113,LIMA,LIMA,SANTIAGO DE SURCO,Real,26,1,1,1,"[""Zona con 2.113 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 26 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.17,1048,936,388
455,-11.912212095436583,-77.05908527216889,agente,nuevo_punto,0.0,2336,LIMA,LIMA,COMAS,Real,0,1,1,1,"[""Zona con 2.336 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.3,0.3,0.16,1387,1305,377
456,-12.127806777434426,-76.96743913661079,agente,nuevo_punto,0.0,2276,LIMA,LIMA,SURQUILLO,Real,0,1,1,1,"[""Zona con 2.276 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.27,0.28,0.17,1272,1168,395
457,-12.150264556809201,-76.94910990949917,agente,nuevo_punto,0.0,2213,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Real,0,1,1,1,"[""Zona con 2.213 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.14,1029,932,333
458,-12.082891218684875,-77.10490833994794,agente,nuevo_punto,0.0,2100,LIMA,LIMA,SAN MIGUEL,Real,0,1,1,1,"[""Zona con 2.100 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.25,0.35,1131,991,602
459,-12.181705447933886,-77.02242681794566,agente,nuevo_punto,0.0,2564,LIMA,LIMA,CHORRILLOS,Real,0,1,1,1,"[""Zona con 2.564 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.33,1145,1004,591
460,-12.109840553934607,-76.93994529594336,agente,nuevo_punto,0.0,2029,LIMA,LIMA,LA MOLINA,Real,0,1,1,1,"[""Zona con 2.029 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.24,0.12,1017,909,285
461,-11.952636098311178,-77.07741449928051,agente,nuevo_punto,0.0,2291,LIMA,LIMA,LOS OLIVOS,Real,0,1,1,1,"[""Zona con 2.291 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.26,0.26,0.23,1177,1058,484
462,-9.069057226590015,-78.58499342921125,agente,nuevo_punto,116.0,2261,ANCASH,SANTA,CHIMBOTE,Real,0,1,1,1,"[""Zona con 2.261 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.29,0.3,0.17,1339,1292,397
463,-12.177213892058933,-76.93994529594336,agente,nuevo_punto,0.0,1878,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,Real,0,1,1,1,"[""Zona con 1.878 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.24,0.25,0.14,1029,932,333
464,-11.112715149694576,-77.6135443922954,agente,nuevo_punto,0.0,2425,LIMA,HUAURA,HUACHO,Real,0,1,1,1,"[""Zona con 2.425 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",0.31,0.32,0.17,1462,1411,400
465,-12.886879720301835,-72.73338767382657,agente,nuevo_punto,0.0,2193,CUSCO,LA CONVENCION,SANTA ANA,Real,0,1,1,1,"[""Zona con 2.193 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
466,-11.094748926194757,-77.58605055162796,agente,nuevo_punto,0.0,2106,LIMA,HUAURA,SANTA MARIA,Real,0,1,1,1,"[""Zona con 2.106 clientes activos y alta actividad transaccional."", ""Oportunidad estimada de captación: 0 trabajadores no captados."", ""Se recomienda AGENTE como solución de cobertura eficiente para la demanda local.""]",,,,,,
