index,adr_department_name,adr_province_name,adr_district_name,OTROS,OTROS_BBVA,OTROS_BCP,OTROS_IBK,OTROS_NO PARTICIPANTES,OTROS_OTROS,OTROS_SCO,PRODUCTO PN,PRODUCTO PN_BBVA,PRODUCTO PN_BCP,PRODUCTO PN_IBK,PRODUCTO PN_NO PARTICIPANTES,PRODUCTO PN_OTROS,PRODUCTO PN_SCO,PRODUCTO PYME,PRODUCTO PYME_BBVA,PRODUCTO PYME_BCP,PRODUCTO PYME_IBK,PRODUCTO PYME_NO PARTICIPANTES,PRODUCTO PYME_OTROS,PRODUCTO PYME_SCO
1,,,,618099850,156471814350,196411999282,57606268005,907686703658,107482419938,193775358934,367729,1893694995,5517034210,890194076,876411913,933027289,1225402464,54083460,31807223303,59143179244,17777354390,17728731679,15176059496,19840478165
2,AMAZONAS,AMAZONAS,AMAZONAS,,,,,47215,79341,,,,,,37537,78112,,,,,,,,
3,AMAZONAS,BAGUA,ARAMANGO,106669,195038,2577093,610233,38299115,3851966,224852,,2204172,1539407,2263646,6271191,1888204,557228,22407,254299,1140445,,10332685,3608619,95076
4,AMAZONAS,BAGUA,BAGUA,948547,11557799,141344761,4816168,214469330,21496251,10558566,,25465074,17657058,23143799,66516413,14738202,8041755,189627,1927158,10768168,47,44629495,14260443,2029112
5,AMAZONAS,BAGUA,COPALLIN,29378,641084,2418549,166969,22071708,1750630,258888,,1588775,1565238,1224495,4353453,1196448,928761,15190,219878,1289880,,4655235,1728261,
6,AMAZONAS,BAGUA,EL PARCO,11270,20015,288992,15182,9519508,1115586,867961,,621358,373385,366870,1997414,547555,34430,11270,,16306,,2479975,1065287,186536
7,AMAZONAS,BAGUA,IMAZA,378177,648978,2066450,659200,47731320,5620530,449800,,3338008,1518002,2360769,26990717,4470993,341145,18128,163574,1644447,,12704715,2974203,124839
8,AMAZONAS,BAGUA,LA PECA,273091,6313320,8140103,1116955,61789134,5610544,3812150,,3665812,3310056,3803814,12387300,3921946,875511,12741,196915,1669735,,12902641,3395464,490154
9,AMAZONAS,BONGARA,BONGARA,,,5482,120,282,162337,34,,,,29132,14549,84550,1149,,,,,,,
10,AMAZONAS,BONGARA,CHISQUILLA,14183,5785,1176,4979,3538984,300311,115270,,151181,286922,129539,607224,164235,9752,10602,,31301,,669238,279745,
11,AMAZONAS,BONGARA,CHURUJA,,307156,61556,688,1621617,284590,18427,,316573,201415,146641,605594,100007,15491,,49079,113891,,463075,208226,
12,AMAZONAS,BONGARA,COROSHA,5173,158903,26865,1501,2532490,693279,85600,,268072,84645,22067,473358,202995,237299,1740,,35471,,790848,330026,189191
13,AMAZONAS,BONGARA,CUISPES,,36681,7858,1929,1632226,219804,,,290692,190279,121191,327419,237736,,,,13467,,440568,149203,
14,AMAZONAS,BONGARA,FLORIDA,74466,939858,612247,445956,42830598,6925167,384167,,1835681,1572119,1615113,4327277,918802,907421,4900,231249,410677,,12517490,4946845,54887
15,AMAZONAS,BONGARA,JAZAN,100566,3197821,4005462,998656,46626029,9288455,2167287,,5689237,3695524,4614947,9223504,2066826,2525053,66340,686286,1774049,,13180448,4953396,300861
16,AMAZONAS,BONGARA,JUMBILLA,6777,2946,550872,1382946,3973671,1666709,9939,,644599,647091,1798579,1356736,469791,202965,,200000,379920,,1086573,500690,
17,AMAZONAS,BONGARA,RECTA,,370,663,191993,2819830,162892,81348,,124884,59204,168674,643295,35800,184135,,,4514,,513576,164686,
18,AMAZONAS,BONGARA,SAN CARLOS,6878,11532,172771,3026,1786955,386968,323961,,52234,125616,551841,596181,98410,484214,,,,,656545,182520,
19,AMAZONAS,BONGARA,SHIPASBAMBA,16472,204123,166912,63553,8928618,1432421,7028,,607669,375338,361359,1652813,292036,114200,58339,,136141,,2398693,680983,
20,AMAZONAS,BONGARA,VALERA,2188,170,233281,570,7306498,1222464,206240,,91850,283869,56414,774216,170524,53378,,,93003,,1916014,882254,
21,AMAZONAS,BONGARA,YAMBRASBAMBA,73259,77930,313888,132016,43473373,4618991,493872,,1162106,1724400,951292,2190355,433333,1139854,57982,,609962,,10421503,4147443,
22,AMAZONAS,CHACHAPOYAS,ASUNCIÓN,,2817,26865,190276,2521152,280968,566,,33831,438235,336622,658133,299081,16736,,,57095,,837491,217226,
23,AMAZONAS,CHACHAPOYAS,BALSAS,252895,5431,85164,5573,8543483,1265069,44501,,108766,320777,263856,946149,296501,161316,143230,,,,1942375,563151,
24,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1265246,13986110,47589426,11912245,205442296,23471648,13735131,,51708577,70856587,31015001,94010831,16709616,24021348,764586,444556,12846676,,54912492,17308052,1055669
25,AMAZONAS,CHACHAPOYAS,CHETO,28386,235,35077,4285,5394277,406790,1246,,10076,410460,8051,584732,37420,223594,,,67651,,1764630,509223,
26,AMAZONAS,CHACHAPOYAS,CHILIQUIN,219,361,2934,1035,3406207,456201,111,,61195,125960,190804,745861,130803,3551,,,66703,,1021040,393254,
27,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,26210,94586,2745841,4479,4404623,482223,1065,,388180,336925,249350,1054828,126012,152616,5152,,344402,,1434510,402957,
28,AMAZONAS,CHACHAPOYAS,GRANADA,34847,36676,244258,1604,3877811,223524,14785,,86338,178853,2000,553938,12437,161684,34847,,,,1183117,257821,
29,AMAZONAS,CHACHAPOYAS,HUANCAS,2271,1971,169466,763,3238387,373062,2836,,289010,256938,75670,448560,51036,,2271,,95614,,1849017,481317,
30,AMAZONAS,CHACHAPOYAS,LA JALCA,52775,117935,14155391,2881,42224756,1307372,39749,,982314,958593,430283,3002986,292409,661502,52775,,759281,,8398640,1811974,
31,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,90011,137478,958033,21230,13501018,948629,266994,,970570,963313,862901,3105715,308973,394615,57119,,457409,,4663168,801497,
32,AMAZONAS,CHACHAPOYAS,LEVANTO,15510,1119474,52229,346,5947563,739529,32642,,938752,273634,56717,547773,12150,130737,,,,,3123419,941669,
33,AMAZONAS,CHACHAPOYAS,MAGDALENA,11030,62466,99632,2237,4977464,624870,16310,,325487,754121,308303,1184069,130844,102118,,,274906,,1710302,575701,
34,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,34552,65997,42291,60036,5288004,553895,14892,,392807,181262,62412,861854,17640,335700,12564,63234,65179,,1727298,657515,
35,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,39830,82401,543941,533308,11953684,1103453,4386,,507935,1787473,1391120,2768022,358588,428733,39830,,448629,,4168893,736377,
36,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,,1330,12984,278140,3728715,682692,204030,,263487,580707,409231,971170,5574,335097,,,149929,,1527470,653262,251035
37,AMAZONAS,CHACHAPOYAS,OLLEROS,,376,8887,10,3132381,216055,161,,77287,108713,8718,194274,17068,19500,,,,,1405033,205684,
38,AMAZONAS,CHACHAPOYAS,QUINJALCA,,102592,845258,1114,4070442,462112,526179,,158594,292294,136042,580062,304942,281524,,,345043,,1311838,315277,
39,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,2580,2066,277020,258577,1084584,90773,1004,,308596,414587,281911,623034,152235,182032,,,49819,,425649,121385,
40,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,5684,24,72478,49320,4237154,1067550,242,,27800,140778,441685,869083,55873,27918,5684,,41916,,1376936,420782,
41,AMAZONAS,CHACHAPOYAS,SOLOCO,12173,14459,6028,232168,5742505,495608,60740,,686858,697069,628741,1784715,214399,377368,5233,,8959,,2147593,709246,
42,AMAZONAS,CHACHAPOYAS,SONCHE,19110,291,105041,254,1641029,303395,350,,101732,59550,59293,479218,106183,123265,19110,,,,656225,164074,
43,AMAZONAS,CONDORCANQUI,CONDORCANQUI,,,,,,,,,,849,,,,,,,,,,,
44,AMAZONAS,CONDORCANQUI,EL CENEPA,48574,23390,312224,54132,6724461,259882,30747,,106301,315789,141289,9019339,968939,21921,,,15982,,605700,9121,
45,AMAZONAS,CONDORCANQUI,NIEVA,287811,505017,1534493,359917,297848294,2457779,275680,,1508032,1486423,1196354,24268546,2876738,538802,60656,90000,683048,,9785941,1926453,40045
46,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,35331,90167,336851,84160,11878606,720725,32542,,168973,539601,790696,11100187,1260375,171514,,,139009,,1232074,83344,
47,AMAZONAS,LUYA,CAMPORREDONDO,120990,218924,49536,296541,16949014,299962,124527,,1401402,366082,1498484,2847220,386327,568287,109650,,269564,,3157197,333501,
48,AMAZONAS,LUYA,COCABAMBA,4034,2595,11798,1769,3418139,331200,2047,,427172,109398,54926,732482,9197,124206,,,48590,,912493,302731,
49,AMAZONAS,LUYA,COLCAMAR,4731,5763,34415,56775,4366129,939759,840,,598367,312380,285372,1685856,154052,174129,,,101778,,1938618,463287,
50,AMAZONAS,LUYA,CONILA,5153,35251,11461,3256,8326843,953686,14285,,378948,148472,244523,974473,25526,261659,,,461043,,3301382,871465,
51,AMAZONAS,LUYA,INGUILPATA,,711,7853,1682,830085,205211,642,,169141,144913,210422,407674,6734,102644,,,,,317904,48685,
52,AMAZONAS,LUYA,LAMUD,16863,33224,1233174,59745,8474478,1397689,550701,,590726,1134069,935578,4091864,342232,1316519,543,,118595,,2714423,475196,
53,AMAZONAS,LUYA,LONGUITA,306,2046,191755,8243,3965486,384817,3560,,243435,251381,361988,798126,18791,230718,,,64788,,1331370,263418,
54,AMAZONAS,LUYA,LONYA CHICO,,29,2043,2763,1978858,336285,14237,,978,241410,182285,720188,56139,,,,5172,,543107,165435,
55,AMAZONAS,LUYA,LUYA,15709,429186,1836068,108428,18210534,2951796,127458,,1448430,1265438,1653251,3938238,1297384,435917,,219871,877644,,7064205,1629586,
56,AMAZONAS,LUYA,LUYA VIEJO,,82,120280,383,636582,88167,454,,147249,190984,31688,129816,1600,56743,,,3241,,280087,123890,
57,AMAZONAS,LUYA,MARÍA,,2741,88116,8932,2630059,349433,625,,308755,448007,268390,515386,94592,93723,,,202415,,1156363,319486,
58,AMAZONAS,LUYA,OCALLI,17685,5987,149960,189779,10558874,977868,216910,,791793,366978,459483,1886917,211221,464599,808,,211943,251033,2542218,735056,
59,AMAZONAS,LUYA,OCUMAL,,509479,546410,5039,3532041,619542,361080,,523341,516533,790148,1701516,371441,253202,,249640,538862,,1875879,452823,
60,AMAZONAS,LUYA,PISUQUIA,11480,63588,478556,214634,6888914,935001,155041,,611767,662263,524529,2257883,670985,565503,,,417929,,2087611,712016,
61,AMAZONAS,LUYA,PROVIDENCIA,11139,4467,43097,8218,2167182,95311,388,,627565,338920,416237,1594838,29191,68474,,,3382,,313171,95949,
62,AMAZONAS,LUYA,SAN CRISTOBAL,,,791,787,856172,217565,,,1000,62190,124745,199319,9145,,,,,,443565,137870,
63,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,,,15291,268047,1999621,156351,3310,,,65503,193661,490848,3908,134895,,,15770,,560651,240407,
64,AMAZONAS,LUYA,SAN JERÓNIMO,,340,934,750,2486752,996028,,,1000,53082,9200,335496,476572,9752,,,,,984431,118858,
65,AMAZONAS,LUYA,SAN JERÓNIMO DEL YESO,,361,889,,30066,99,,,73279,515,,81400,15476,,,,,,9261,,
66,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,11527,64184,3646,92,1295605,521406,,,172817,191752,7148,385158,144637,,,,,,575027,268851,
67,AMAZONAS,LUYA,SANTA CATALINA,11344,402,17374,89247,4037533,151579,,,104692,108634,39510,360492,125500,,,,13973,,1433797,68213,
68,AMAZONAS,LUYA,SANTO TOMÁS,37295,80858,187217,3234,8678190,1139293,259598,,727989,662243,504333,2251180,196722,419749,39729,,170392,,2885083,693366,
69,AMAZONAS,LUYA,TINGO,18049,7718,358572,826,6853216,709934,391720,,396896,580299,168947,1152584,35725,190649,9090,,159753,,2596942,611166,
70,AMAZONAS,LUYA,TRITA,,237,25291,583,3879026,802382,9748,,48178,205873,129366,923721,8841,218763,,,52750,,1798917,597388,
71,AMAZONAS,RODRÍGUEZ DE MENDOZA,CHIRIMOTO,,8805,39232,71460,11244668,417293,51496,,298858,439640,136719,963307,169736,48562,,,210651,,3969235,732633,
72,AMAZONAS,RODRÍGUEZ DE MENDOZA,COCHAMAL,4403,1068,37339,127,6092566,752741,1103,,169935,252650,29071,964147,408339,77108,4403,,,,1120624,163475,
73,AMAZONAS,RODRÍGUEZ DE MENDOZA,HUAMBO,42061,15527,678296,362152,12972241,239437,81860,,626546,817910,796341,2858549,500919,806012,26837,,56897,,4249381,545857,47055
74,AMAZONAS,RODRÍGUEZ DE MENDOZA,LIMABAMBA,36884,2264,141894,3273,7351429,306557,91542,,327076,276079,351744,1508550,306294,226060,35143,,89349,,2188501,187597,
75,AMAZONAS,RODRÍGUEZ DE MENDOZA,LONGAR,24044,16209,286259,45471,9836974,296698,260357,,245626,381138,183750,1982772,212522,386890,24044,,753454,,3128252,539884,
76,AMAZONAS,RODRÍGUEZ DE MENDOZA,MARISCAL BENAVIDES,30176,397667,245389,18502,17435950,1244124,74219,,699420,580087,652500,2428262,908487,269398,9162,116579,41275,7073,5150435,1043291,
77,AMAZONAS,RODRÍGUEZ DE MENDOZA,MILPUC,92446,2308,3077659,2751,4406474,365087,25304,,81215,191458,66400,497492,196018,32810,68621,,2455374,,1552712,172695,
78,AMAZONAS,RODRÍGUEZ DE MENDOZA,OMIA,86543,1219613,3477123,235613,32456625,1109750,24116,,2146813,1389283,1298790,3741295,825857,587901,58255,,1050408,,9051315,1589484,
79,AMAZONAS,RODRÍGUEZ DE MENDOZA,RODRÍGUEZ DE MENDOZA,,,,,12517,,,,,,,2982,,,,,,,40782,,
80,AMAZONAS,RODRÍGUEZ DE MENDOZA,SAN NICOLAS,190503,567465,6415346,192134,39654217,2801097,950220,,2641069,2802717,1834545,7927660,1395840,1106500,186107,173016,1742267,,12388340,2199909,
81,AMAZONAS,RODRÍGUEZ DE MENDOZA,SANTA ROSA,41148,,4511,280,2449041,31694,,,,18203,,313690,74881,,36289,,,,802272,479,
82,AMAZONAS,RODRÍGUEZ DE MENDOZA,TOTORA,149,391,1322,,2088983,72818,596,,120676,130095,18000,391552,336032,102568,7000,,52044,,732435,68086,
83,AMAZONAS,RODRÍGUEZ DE MENDOZA,VISTA ALEGRE,15400,3603,45567,7089,14187964,375967,5519,,334646,189154,89218,438107,216663,33555,4900,,,,2044078,138234,
84,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1575516,27387750,91049867,9138487,399573534,50748208,26515432,,66584428,37016103,36169105,87923442,21730551,17487007,386059,5613430,26295190,44837,87816619,23187664,4930953
85,AMAZONAS,UTCUBAMBA,CAJARURO,443534,1785738,4961774,848976,102386147,10985134,653422,,7020612,5433971,4027533,12533082,3979647,2336124,138205,44737,885687,,24469808,5969041,15053
86,AMAZONAS,UTCUBAMBA,CUMBA,16005,124634,343602,170320,35119906,2973912,346273,,1306516,1005830,1242825,4353860,1860676,912853,,200000,407579,,6626402,2039101,87025
87,AMAZONAS,UTCUBAMBA,EL MILAGRO,165515,57616,836001,289586,21249824,2584403,698589,,1351782,881821,1222318,5233747,1870548,1262751,107249,,29223,,4798908,1765353,
88,AMAZONAS,UTCUBAMBA,JAMALCA,59503,103366,654225,177284,26758976,2237988,166561,,1228465,1056230,1412163,2895829,500956,398363,17762,245689,107174,51807,5059073,1846030,
89,AMAZONAS,UTCUBAMBA,LONYA GRANDE,178093,421633,1042944,759916,54517409,2092516,989280,,2489038,1738222,2085737,5740949,1034311,971648,119710,214503,371375,,10660749,2103216,65555
90,AMAZONAS,UTCUBAMBA,UTCUBAMBA,,,,,980405,319810,,,,,,43641,,,,,,,108812,50431,
91,AMAZONAS,UTCUBAMBA,YAMÓN,5872,73439,1136612,35966,14181248,547682,69934,,777539,583263,890997,2115943,400618,210484,,14420,1163819,,2072186,373748,
92,ANCASH,AIJA,AIJA,4170,57297,221677,76549,2237926,1154124,60725,,907704,606028,1475648,2094811,649462,239506,,4832,140486,,784184,1136420,
93,ANCASH,AIJA,CORIS,10966,19478,63451,154041,2534882,743522,7998,,106280,398677,254812,342131,410431,42124,,,,,652508,344563,
94,ANCASH,AIJA,HUACLLAN,8571,25033,4199,695,726978,296448,6469,,23000,221386,93874,273075,82068,51721,,,17788,,159793,171266,
95,ANCASH,AIJA,LA MERCED,62875,90197,894662,32031,2255566,2412166,78452,,888133,876289,781551,982016,701607,207913,1253,,297412,,871165,1724535,96108
96,ANCASH,AIJA,SUCCHA,375,163512,18623,271181,594612,136526,65825,,215736,189897,326140,600333,129806,138877,,,,,183205,73862,
97,ANCASH,ANCASH,ANCASH,,,47057,,755602,16797,61890,,4000,204295,11016,265573,52765,,,,,,23200,18549,
98,ANCASH,ANTONIO RAYMONDI,ACZO,4906,2946,10798,2764,1789820,480549,411,,61728,572585,510487,876858,386323,109595,,,,,423410,457839,
99,ANCASH,ANTONIO RAYMONDI,ANTONIO RAYMONDI,,,5,,10953,2313,,,,300,,66258,,,,,,,16917,,
100,ANCASH,ANTONIO RAYMONDI,CHACCHO,12521,202,120486,2385,1099736,499037,329,,117624,203285,246666,1150464,280740,56526,1711,,76733,,418939,231829,
101,ANCASH,ANTONIO RAYMONDI,CHINGAS,10832,3528,52367,6324,1962766,463091,2612,,35047,268862,491746,1104468,270545,160476,10034,,42641,,389438,548615,
102,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,5347,64067,118347,541429,3330552,1811272,195897,,92405,984982,973697,1720562,438345,148692,,,11909,,720194,872318,120733
103,ANCASH,ANTONIO RAYMONDI,MIRGAS,69593,11492,31058,128962,2934637,629480,351676,,439231,662329,1364905,2378179,609334,320043,68732,,76919,,660755,344605,
104,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,6842,2068,177981,141,1325973,353677,68,,17278,275133,97541,802651,209294,13086,,,,,466605,347049,
105,ANCASH,ASUNCIÓN,ACOCHACA,16552,10473,512276,25579,1881678,1170513,2071,,362464,1149378,709702,1522082,715213,385642,1200,0,143128,,628877,682517,
106,ANCASH,ASUNCIÓN,ASUNCIÓN,,,,47,81814,73688,,,,,,3089,,,,,,,75685,48975,
107,ANCASH,ASUNCIÓN,CHACAS,14353,82306,198369,145180,3793050,1832789,14158,,583342,883775,826984,2061566,577745,246290,,,53507,,986147,978241,
108,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,114,16742,831,35411,519501,13342,64,,134035,33586,1000,201789,61542,14966,,,1163,,172260,52484,
109,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,5088,581,24657,5954,1819270,433217,124163,,51695,221423,270725,626166,100119,146016,,,15772,,733903,178003,
110,ANCASH,BOLOGNESI,AQUÍA,35991,115188,559289,33899,4158804,1484209,66241,,790935,1273043,223248,566439,502010,140569,19700,18040,79437,,944256,1309954,
111,ANCASH,BOLOGNESI,BOLOGNESI,,,1025,,,,,,,10600,,,,,,,,,,,
112,ANCASH,BOLOGNESI,CAJACAY,35445,24730,51211,38005,2695285,498995,1145537,,350238,629038,369180,937039,431887,657614,198,,69928,,691229,265277,
113,ANCASH,BOLOGNESI,CANIS,7262,371,5084,8587,628191,12114,86118,,89787,75690,88250,103393,26509,,664,,20936,,208861,31746,7607
114,ANCASH,BOLOGNESI,CHIQUIAN,118611,701203,765268,268502,5052518,2691300,84528,,1705175,1412818,3425849,4051491,2056264,643342,2369,,232583,20317,936648,1694365,
115,ANCASH,BOLOGNESI,COLQUIOC,57414,173865,1415122,292174,6043249,1245928,759973,,636314,1876788,974593,2100294,817708,337643,5743,19405,466742,,2853399,707386,352344
116,ANCASH,BOLOGNESI,HUALLANCA,38697,1400934,4419889,243774,10570105,4129967,1194799,,2567783,13376988,920283,3472529,1601261,2529990,2680,237761,664560,,3529346,2299838,
117,ANCASH,BOLOGNESI,HUASTA,13427,5565,38033,2615,2302967,1577624,6626,,148200,320787,289046,590918,84348,93778,,,64552,,441083,658052,
118,ANCASH,BOLOGNESI,HUAYLLACAYAN,7605,4371,67810,1178,1393857,138824,573,,20419,186711,28340,495675,152180,36333,1901,,,,324769,94555,
119,ANCASH,BOLOGNESI,LA PRIMAVERA,37,2828,31604,1391,230346,10745,,,24393,34344,37884,56188,10724,,3050,,,,174548,31076,
120,ANCASH,BOLOGNESI,MANGAS,53471,2726,2263,508,529747,145851,40477,,8800,53231,86485,321091,35035,31556,20744,,6139,,234200,38792,
121,ANCASH,BOLOGNESI,PACLLON,7641,585,8374,1399,483274,215819,,,194819,209815,425476,667641,301160,,,,,,91438,266759,
122,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,29287,4942,14916,212,344186,64695,,,318466,25376,59200,80069,13479,5844,886,,,,73521,21629,
123,ANCASH,BOLOGNESI,TICLLOS,3240,617,1375,155,412522,165949,11437,,79951,18601,60697,218891,82914,124838,645,,,,43053,201872,
124,ANCASH,CARHUAZ,ACOPAMPA,60183,144968,893557,301914,7704417,2848757,1184649,,996258,883238,1268823,1461084,693572,740721,,60453,321871,,2846765,3146574,34003
125,ANCASH,CARHUAZ,AMASHCA,45571,87029,44630,4820,5128645,2632417,137116,,235558,289803,197007,568833,414811,336651,22525,,40776,,2538846,2708490,
126,ANCASH,CARHUAZ,ANTA,60064,129663,1233426,68103,3756444,1486673,75681,,1075154,1320470,1528267,1341558,833524,352731,45000,,240774,,1198212,988615,
127,ANCASH,CARHUAZ,ATAQUERO,37351,68976,71628,2513,3217673,3540556,54282,,130731,250591,365175,359692,175639,76341,27328,,92339,,1877076,2128825,
128,ANCASH,CARHUAZ,CARHUAZ,209089,2087521,7684913,1731173,43432096,22120049,6130035,,8607986,8005834,7839877,9178598,6309208,4600306,35404,279336,3363673,,17183828,17978801,427902
129,ANCASH,CARHUAZ,MARCARA,260376,632964,2964761,83400,22185185,10231642,1671008,,1666623,3407385,1926790,3149373,1637265,2238281,24894,70171,1652024,,9041933,8368595,142582
130,ANCASH,CARHUAZ,PARIAHUANCA,7405,468502,783137,111550,2538842,2190758,518175,,753522,250683,473584,869732,265694,589217,,,684630,,1140901,1459804,202230
131,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,27197,5760,615724,397867,2536099,1911222,215329,,286407,972775,547386,908473,369028,120772,3138,,25995,,1520963,1337854,
132,ANCASH,CARHUAZ,SHILLA,24489,450629,130747,9516,14409494,5444221,291414,,272991,715409,633189,803866,379096,219260,733,231509,281891,,4504097,4497387,264268
133,ANCASH,CARHUAZ,TINCO,139141,276659,1649073,29003,9944286,4122361,211780,,1258649,1446610,837362,1628256,1026067,788113,19073,,206623,,2599525,2856768,
134,ANCASH,CARHUAZ,YUNGAR,39502,241506,166040,64077,6430143,3039780,42556,8564,952301,1010649,1251039,2049215,864082,835798,69459,91398,322941,,2224168,1860489,
135,ANCASH,CARLOS F FITZCARRALD,MARCA,,,45,,54,0,26,,,8578,,3400,3000,3673,,,,,,,
136,ANCASH,CARLOS F FITZCARRALD,SAN LUIS,27077,625283,589454,27570,6659173,771062983,200323,,1407279,1763255,2447723,3813313,1747810,707034,709,,388581,,2399437,2205232,
137,ANCASH,CARLOS F FITZCARRALD,SAN NICOLAS,37102,1163,150811,67898,1242477,476109,8525,,90854,387826,453855,673497,322036,115005,645,,80312,,345068,227767,
138,ANCASH,CARLOS F FITZCARRALD,YAUYA,8904,10398,684047,6175,2012808,689516,239405,,382436,1018041,884739,2390575,801170,109602,1200,52167,110,,354473,421080,
139,ANCASH,CASMA,BUENA VISTA ALTA,27810,145534,643987,16012,20126297,2783226,123435,,464360,1799882,1267410,1452718,1098354,134321,,,292857,,5313511,2080473,
140,ANCASH,CASMA,CASMA,920585,7823738,27504419,4754558,168004856,30354634,18287188,,20153289,31053175,20212362,33137986,28497377,6991288,71156,1239123,11038560,48633,36286360,18144429,1977310
141,ANCASH,CASMA,COMANDANTE NOEL,40329,122280,1925568,114426,8897188,1331573,578155,,360269,1687851,464500,1366461,1100636,209675,500,58308,821531,,1342666,1004750,
142,ANCASH,CASMA,YAUTAN,157358,386181,2858527,127700,38815567,5409445,371400,,1378047,3134572,1857552,3636935,1704698,859250,61960,15248,2230077,,10639744,5328979,154713
143,ANCASH,CORONGO,ACO,4719,389,589,3240,418749,139105,,,22407,20074,80798,229190,172246,466,1438,,,,86889,48269,
144,ANCASH,CORONGO,BAMBAS,733,266,69976,107,281052,39916,1215,,33132,29147,28609,59517,26327,9616,,,,,216644,6947,
145,ANCASH,CORONGO,CORONGO,42658,144528,349964,338190,1074340,229692,305135,,119895,380310,329754,1210478,249419,69004,20653,,59805,,81055,128356,128035
146,ANCASH,CORONGO,CUSCA,12875,5180,72268,9478,1876497,1915437,74812,,308498,725748,492641,1190869,356025,315998,3079,,131415,,806099,1162782,
147,ANCASH,CORONGO,LA PAMPA,10459,13987,66641,1118,660720,392058,9203,,67170,241263,99941,762750,178894,6050,,,36871,,152261,115661,
148,ANCASH,CORONGO,YANAC,34684,220,114609,11647,388015,284357,582,,65194,436327,105605,235656,271023,3827,,,,,96448,56413,
149,ANCASH,CORONGO,YUPAN,644,571,1093,6,122477,23531,,,2545,63356,1400,66803,9195,,,,,,24498,,
150,ANCASH,HUARAZ,COCHABAMBA,70330,24609,260418,25505,4265315,642026,170773,,517844,396300,542151,949968,529201,90749,1500,0,90623,,935967,415928,
151,ANCASH,HUARAZ,COLCABAMBA,1,,83472,954313,1639510,452865,312170,,2800,196406,696212,131694,327595,3153,,,,,493189,85949,42751
152,ANCASH,HUARAZ,HUANCHAY,40086,91942,1067156,374603,4954928,1235104,267151,,912246,1175748,1604764,1705231,508717,481442,14299,,76689,,828923,509885,
153,ANCASH,HUARAZ,HUARAZ,4914574,86715427,176692961,51109705,259378642,122945891,207269318,,143355071,163428210,133446187,107441316,84426960,94097938,303706,6400479,38299301,1827629,79273089,74608397,8036399
154,ANCASH,HUARAZ,INDEPENDENCIA,3730567,54898163,111664564,30312590,198159129,97170997,74414820,,96867042,114454622,95001853,82195047,54462781,67036940,292814,2134196,18486749,1313319,59140885,60166812,15081911
155,ANCASH,HUARAZ,JANGAS,38200,3167053,4011382,33934,9137848,7165809,1402510,,2445342,2623469,1535329,2366954,991464,2841026,8033,287242,2420757,,3633123,4391460,95324
156,ANCASH,HUARAZ,LA LIBERTAD,30405,111951,212540,351816,1409245,775201,955767,,496086,406443,503825,548717,297321,191513,13784,,53469,,498981,496183,192052
157,ANCASH,HUARAZ,OLLEROS,87647,18403,2164300,37517,5627942,3376486,413117,,679831,2008943,1484338,1494789,666279,536652,17642,,163091,50293,2259697,2551671,166052
158,ANCASH,HUARAZ,PAMPAS GRANDE,21942,5978,16524,65347,151288845,572057,28841,,495711,308250,439527,427647,278352,178317,,,27763,,421048,356973,78185
159,ANCASH,HUARAZ,PARIACOTO,84025,194117,554106,41588,12214469,2434197,66788,,645128,1528156,975945,1263828,750514,367946,,,758003,,3819185,1711498,
160,ANCASH,HUARAZ,PIRA,139000,153762,153805,391885,7983613,4041632,178724,,519017,649617,456078,1429115,796002,281774,,,55406,232624,2784120,2615547,117074
161,ANCASH,HUARAZ,TARICA,120539,898667,3047646,1243315,12451523,6249233,3483304,,2812990,4989259,3437988,3622144,1971151,4227629,,27637,359032,,4727281,4688757,70334
162,ANCASH,HUARI,ANRA,69044,38384,58906,6844,3337033,1269687,102312,,334214,538005,282220,666663,193370,66849,21456,,62176,,1232238,718983,
163,ANCASH,HUARI,CAJAY,22331,142052,63129,460500,9914455,2408669,800,,278236,574346,1443079,2340651,1110844,178508,20085,,200609,,2010450,1135019,
164,ANCASH,HUARI,CHAVÍN DE HUANTAR,108168,142902,4505419,738840,26651910,6286214,1493898,,1932560,5339722,1650924,4357975,1959156,1608448,77936,1,1286806,73166,7375489,5842848,
