index,adr_department_name,adr_province_name,adr_district_name,OTROS,OTROS_BBVA,OTROS_BCP,OTROS_IBK,OTROS_NO PARTICIPANTES,OTROS_OTROS,OTROS_SCO,PRODUCTO PN,PRODUCTO PN_BBVA,PRODUCTO PN_BCP,PRODUCTO PN_IBK,PRODUCTO PN_NO PARTICIPANTES,PRODUCTO PN_OTROS,PRODUCTO PN_SCO,PRODUCTO PYME,PRODUCTO PYME_BBVA,PRODUCTO PYME_BCP,PRODUCTO PYME_IBK,PRODUCTO PYME_NO PARTICIPANTES,PRODUCTO PYME_OTROS,PRODUCTO PYME_SCO
520,AYACUCHO,LUCANAS,CHAVIÑA,,83402,93649,207728,2874685,25774,,,152826,283066,295942,1354656,28411,6389,,,58469,,1730600,452,
521,AYACUCHO,LUCANAS,CHIPAO,18037,420,166975,64851,3825848,202208,28,,95588,407570,20082,1590279,161585,,1608,,6017,,2473944,163461,
522,AYACUCHO,LUCANAS,HUAC HUAS,6506,676,71223,37631,3696829,185643,15384,,126553,411339,94611,580854,41454,,,,12783,,1476356,143350,
523,AYACUCHO,LUCANAS,LARAMATE,34390,267098,6155,141625,2669196,408205,2082,,146739,187797,116970,936036,141621,84666,,,,,1081426,121698,
524,AYACUCHO,LUCANAS,LEONCIO PRADO,1385,249,44819,2138,1827805,404780,41645,,,144671,229356,733570,155525,70596,,,29600,,1122948,266905,
525,AYACUCHO,LUCANAS,LLAUTA,6586,1198,7978,92377,4065875,194614,12,,86460,108071,129410,473235,134933,10078,,,,,1491826,100747,
526,AYACUCHO,LUCANAS,LUCANAS,11727,10880,535793,42001,6636164,30614,172402,,147809,647148,54809,1428340,219753,122376,3613,,22864,,3280462,91597,
527,AYACUCHO,LUCANAS,OCAÑA,31970,101,38274,40044,7311164,1235664,1444,,49033,182155,169027,1108195,289290,208559,,,207982,,2658999,509038,
528,AYACUCHO,LUCANAS,OTOCA,32298,8005,609387,13149,3466849,216597,92881,7772,44620,222957,84366,836117,89173,6263,10381,,235035,,1786332,138662,
529,AYACUCHO,LUCANAS,PUQUIO,479801,949652,3588462,2732120,57050835,2968738,726563,13793,2485830,3312608,2711828,23655417,2977855,888015,199938,,1551938,,28847981,763637,
530,AYACUCHO,LUCANAS,SAISA,3143,10399,2206,546,731276,3075,884,,,209236,13800,276146,15597,45278,,,2914,,269874,971,
531,AYACUCHO,LUCANAS,SAN CRISTOBAL,3115,,2401,216,2858417,212670,252,,,361106,19400,857308,134451,25283,2163,,1896,,1974488,103676,
532,AYACUCHO,LUCANAS,SAN JUAN,1700,,584553,281303,1773524,415696,1407,,4200,74387,103745,656020,420405,,,,,,769476,41740,
533,AYACUCHO,LUCANAS,SAN PEDRO,112518,1,8407,1527,5860965,119890,1715,,4000,376723,50279,1543906,35660,126687,24164,,105949,,3317904,35692,
534,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,1197,1,8198,123,1176720,118302,211,,2000,119523,4194,631566,47767,41360,,,,,970217,177253,
535,AYACUCHO,LUCANAS,SANCOS,14775,9433,75670,1388,4533357,376421,1664349,,485776,484391,47812,1367983,95872,46480,8912,,219527,,3399804,226610,
536,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,,28,36991,171779,550879,30705,2,,5000,161437,154675,101104,30536,62885,,,,,361080,27397,
537,AYACUCHO,LUCANAS,SANTA LUCÍA,,195,12900,3839,1797282,92127,8077,,25358,516009,108753,625096,66502,104,,,124620,,1150826,38557,
538,AYACUCHO,PARINACOCHAS,CHUMPI,,198,121259,14776,2042820,18058,63883,,96561,292692,260096,1200971,54066,79981,,,,,1677033,441,
539,AYACUCHO,PARINACOCHAS,CORACORA,184725,1136036,517953,1312531,18925358,2716299,194572,,2131013,1690868,2056182,19374482,2209451,390967,191,,449522,,11868537,193677,
540,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,1731,3554,343609,4466,695482,24808,234582,,511061,1034724,23775,236400,19852,75138,860,,,,450370,70107,6219
541,AYACUCHO,PARINACOCHAS,PACAPAUSA,21356,564,1031,274353,972927,404469,748,,94285,169822,406177,661646,13600,77951,,,,,844120,200000,
542,AYACUCHO,PARINACOCHAS,PARINACOCHAS,,,,,12523,,,,,,2,,,,,,,,12429,,
543,AYACUCHO,PARINACOCHAS,PULLO,5171,3423,438366,2765,14712384,807658,113453,,480047,486989,108755,1653519,229327,335419,5328,86,552165,,18198706,578492,125587
544,AYACUCHO,PARINACOCHAS,PUYUSCA,8656,,59563,90774,8916730,31028,31548,,2000,146161,21810,1392093,51965,,,,588,,4312686,68820,
545,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,1806,34,16597,1567,1210672,275923,94313,,7391,300661,59918,484051,102565,290362,887,,,,465723,81258,
546,AYACUCHO,PARINACOCHAS,UPAHUACHO,2562,467,2359,0,1321674,10233,40,,16357,83458,14000,336318,9400,3616,928,,,,737836,35084,
547,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,,14,13197,1821,300150,67945,253,,990,21690,181022,132155,62310,47542,,,,,192644,44394,
548,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,,13,122,,208660,3853,1119,,2000,4240,,41702,3189,43,,,,,145945,,
549,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,,3285,5083,381758,3021778,226127,725,,131296,143820,188636,1145324,148000,,,,55663,,1759604,8702,
550,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,,54576,80,141347,1408217,186,9333,,1000,22530,94142,424118,54680,,,133,,,471804,,
551,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,,357,8043,78,1260937,93906,52290,,41073,424764,14000,405262,20700,354800,,,80635,,1309092,112116,
552,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,,954,463,3,83642,2289,,,11384,3951,15200,424668,4800,,,,,,61151,8486,
553,AYACUCHO,PAUCAR DEL SARA SARA,PAUCAR DEL SARA SARA,,,,,,,,,,6200,,,,,,,,,,,
554,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,8301,100100,456193,575991,5904026,100536,172671,,305623,514736,692922,3668119,396107,116696,,,69977,,2129176,37936,
555,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,,21853,167033,112,649089,107740,253568,,96499,456645,8775,196911,151697,174849,,,,,199552,22801,
556,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSÉ DE USHUA,,,49,5911,115771,1283,,,,21755,15316,132729,,,,,,,122798,4144,
557,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,,10117,223,126746,1128989,227228,0,,32188,128510,90452,811855,113023,6725,,,,,718261,64785,
558,AYACUCHO,SUCRE,BELÉN,2807,18,8191,11003,587762,18334,19,,12583,25809,32890,301828,2296,2670,,,,,263918,95648,
559,AYACUCHO,SUCRE,CHALCOS,,,13713,15507,794852,53409,26147,,13000,57473,298613,646646,34202,,,,343081,,416695,86954,46523
560,AYACUCHO,SUCRE,CHILCAYOC,863,23,11563,121,437377,18369,59,,36894,105973,28092,197582,12884,,863,,46941,,314040,51032,
561,AYACUCHO,SUCRE,HUACAÑA,,0,793,557,526890,36,11087,,3200,17583,40184,116460,23145,54489,,,,,332850,,
562,AYACUCHO,SUCRE,MORCOLLA,25202,499,17742,291409,1321556,18145,1009,,5105,371205,116675,647908,23128,104,20198,,47394,,813372,174431,
563,AYACUCHO,SUCRE,PAICO,8000,164232,23786,3468,393743,21365,79136,,15335,75778,89288,309176,16199,60832,,,,,155002,1026,
564,AYACUCHO,SUCRE,QUEROBAMBA,2876,39209,41284,83399,5640097,301418,7470,,369740,397463,750498,3125878,195196,269173,2406,,25220,,3584737,153259,
565,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,67422,233,12477,2079,1181420,1048,,,22340,73687,162634,756772,72588,,40698,,84791,,924129,3077,
566,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,,4230,54426,4609,973065,160064,30453,,6819,48117,158839,512271,1000,29945,,,130045,,500054,15325,
567,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,6818,2005,2209,33836,1191351,30787,2374,,5995,285195,41048,431867,30767,110582,3875,,4048,,370753,133620,
568,AYACUCHO,SUCRE,SORAS,,7829,50327,221548,2857594,15216,712,,79328,266037,190479,754203,179949,90436,,,81083,,493096,9780,
569,AYACUCHO,SUCRE,SUCRE,,,,,81408,,,,,,,,,,,,,,130122,,
570,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,34908,14871,6612,1772,953424,203240,508,,37392,500615,279979,1345335,6376,82786,,,25574,,356277,106754,
571,AYACUCHO,VICTOR FAJARDO,APONGO,,192,39461,2202,1254928,269882,5419,,14895,471727,269520,430828,81235,,,,,,601384,35657,
572,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,3906,51,20116,489,695759,149791,42312,,96700,336084,118184,104470,9140,,,,,,330288,51955,
573,AYACUCHO,VICTOR FAJARDO,CANARIA,4482,28518,873511,49418,5806194,455158,66663,,358510,2905670,185665,2106604,253196,224699,,,704950,,2451534,120238,
574,AYACUCHO,VICTOR FAJARDO,CAYARA,19013,722,5891,10244,2183771,259135,38100,6511,125908,299527,152558,1364270,81908,8368,,,853,,938415,232423,
575,AYACUCHO,VICTOR FAJARDO,COLCA,750,7693,45780,47430,2811324,310761,509,,165165,106883,245435,1378159,210203,59081,750,,55177,,1003414,426984,
576,AYACUCHO,VICTOR FAJARDO,HUALLA,,328,23309,194951,2241830,431370,22,,71961,503185,456796,776748,18533,7184,,,41289,,652703,346936,
577,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,,1024,2156,2242,2100521,236652,,,17682,56613,77150,307457,3074,,,,6957,,582529,153296,
578,AYACUCHO,VICTOR FAJARDO,HUANCAPI,8160,2163,431484,61967,2348011,321305,1823,,459157,218027,378686,3718489,68604,139732,576,,214158,,775667,402866,
579,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,2609,21,127008,4922,974056,283241,,,116400,176740,412308,1022088,79527,9019,,,,,473991,68991,
580,AYACUCHO,VICTOR FAJARDO,SARHUA,6986,245,56477,4071,1270251,157916,174693,,100195,196826,72896,972992,82339,142585,,,9327,,794036,58183,
581,AYACUCHO,VICTOR FAJARDO,VICTOR FAJARDO,,,180153,112636,828,47,164,,,143874,125002,9041,29089,176110,,,,,2406,,
582,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,4808,1099,5797,259917,1877139,143804,2206,,90711,230690,432572,699201,91815,3363,,,,,968620,177398,
583,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,3623,364,12713,1587,1342161,66772,475,,77470,228039,99225,715023,71073,65602,,,56400,70003,428776,84139,
584,AYACUCHO,VILCAS HUAMAN,CARHUANCA,5345,294,4106,110,472352,52341,36999,,58819,58792,25223,386670,73701,3127,4944,,7800,,218571,26422,
585,AYACUCHO,VILCAS HUAMAN,CONCEPCIÓN,21554,606,237463,7049,5054606,1104767,2296,,75407,240608,141330,752899,314809,164015,90714,,164655,,2877229,582218,
586,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,,2497,31160,61055,1033452,159579,917,,147373,53209,98408,541055,109599,78453,,,,,590557,71099,
587,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,13912,178,5850,164192,779963,66744,,,27405,71760,312318,787514,30082,,,,,,392579,103439,
588,AYACUCHO,VILCAS HUAMAN,SAURAMA,,6692,4623,334,1229325,79080,,,197216,74647,78108,778352,160287,,,,,,309324,31289,
589,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,,,279990,76514,811,242,,,,147377,140964,61158,38173,,,,,,,,
590,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMÁN,13050,137099,1859078,72888,8511703,2563021,281945,,991868,1290101,1810454,3746772,641503,217579,,,1248187,,3172280,1661292,
591,AYACUCHO,VILCAS HUAMAN,VISCHONGO,,13211,1202385,16130,8546519,492737,50966,,227156,388326,771429,1370160,409325,7183,,,454738,,4022183,296562,
592,CAJAMARCA,CAJABAMBA,CACHACHI,429950,361722,938210,165258,46629942,8626372,1869889,2365,1539833,2685040,1909148,4845598,2152410,1085577,231978,,649156,17283,17728102,7257416,63946
593,CAJAMARCA,CAJABAMBA,CAJABAMBA,2353170,4845284,20061666,4502926,175378026,37513928,28205133,81893,14705355,14991466,19855336,31366404,15343309,5967560,1008430,80060,6566555,109042,61676768,25452970,1648977
594,CAJAMARCA,CAJABAMBA,CONDEBAMBA,431642,738175,710349,86008,35585001,4988298,320968,5551,1246488,1494440,797848,2913669,1127162,829018,152674,160000,178178,,13804508,3626437,
595,CAJAMARCA,CAJABAMBA,SITACOCHA,35008,78770,70220,51841,13964222,1940304,378832,,200447,313708,416787,1327763,640119,105434,33740,,70192,,5652693,1478747,299133
596,CAJAMARCA,CAJAMARCA,ASUNCIÓN,206251,232035,1641526,535675,20932808,2354789,1340846,,1673157,3094031,1971465,2901008,2369295,2228756,15518,,474699,,4726406,2066822,26213
597,CAJAMARCA,CAJAMARCA,CAJAMARCA,13948704,224486128,435885404,131784439,2543657886,284182007,384963667,53857,477427107,655932800,398410634,468352102,482097285,408787500,1311943,6771948,66218250,3849875,264357560,147193983,6589235
598,CAJAMARCA,CAJAMARCA,CHETILLA,51786,16896,276773,22735,4919910,1109925,57799,,372143,427633,190328,1245130,124270,85979,1468,70000,187408,,1579251,865385,
599,CAJAMARCA,CAJAMARCA,COSPAN,10819,46716,127634,12139,5023082,613977,344136,,506139,695885,547520,1183308,488480,415361,,,46625,,1156070,816808,308
600,CAJAMARCA,CAJAMARCA,ENCAÑADA,823460,645695,2057237,1120624,78947964,15817165,2024764,,3284748,5188639,2958295,8770675,4001861,4052334,160337,,533227,,24986029,13048014,55813
601,CAJAMARCA,CAJAMARCA,JESÚS,513713,90287,759383,960549,24043384,7860096,615112,1897,2376137,3071169,2642119,6073492,3200276,2078126,72439,,453872,24676,9858306,5766548,
602,CAJAMARCA,CAJAMARCA,LLACANORA,236944,423438,1511382,104759,13279238,3745648,1187805,1117,1040829,1218285,1013441,2539004,1395448,674443,37584,4376,809093,,5358048,2682772,
603,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,1521491,18070492,45050625,10255609,143737437,35908765,39774066,21122,32234928,62208496,26933388,41712657,37281623,41992530,277013,94957,3883938,330396,50274926,25185455,241254
604,CAJAMARCA,CAJAMARCA,MAGDALENA,478452,166556,1089151,201481,21213152,4278441,168132,900,1849457,1985281,2397525,3577854,2469163,1240980,227609,,581678,,6307688,3537023,
605,CAJAMARCA,CAJAMARCA,MATARA,56626,11224,37127,106289,10119060,1685913,102298,,595123,442868,677629,1641988,1215305,1447875,70967,,112299,,3690531,1346050,
606,CAJAMARCA,CAJAMARCA,NAMORA,458949,301511,283898,405818,32889876,6589997,1110401,,1291746,1149953,1104212,2815754,1598633,793445,170512,159766,621090,104005,12350121,5838915,81843
607,CAJAMARCA,CAJAMARCA,SAN JUAN,94914,37604,466405,211330,6401827,2053117,683043,314,975446,1038961,837797,2042674,659894,1076947,2285,,917,,2446154,1454512,
608,CAJAMARCA,CELENDIN,CELENDIN,2443116,1855020,10797122,3446362,132592660,30576879,4595533,7760,9874451,9593987,13532366,29793310,24510529,9291305,678393,,2765182,,35563493,16221378,577001
609,CAJAMARCA,CELENDIN,CHUMUCH,151401,5933,3917,2804,3607362,859917,398,,209006,86504,281807,920040,869756,67662,70204,,,,983039,610865,
610,CAJAMARCA,CELENDIN,CORTEGANA,682895,169973,632593,188538,7847724,1845416,193270,314,956978,894858,1132928,2549509,1667962,498086,277643,,171733,,1773186,1372533,
611,CAJAMARCA,CELENDIN,HUASMIN,671502,157153,317234,112984,36357482,6023744,293265,45409,988015,868772,915094,3473672,1746169,1092663,204166,,23030,,12753848,4309471,
612,CAJAMARCA,CELENDIN,JORGE CHÁVEZ,58860,53520,39996,31277,5336833,342746,19233,,390413,162968,634384,929482,573867,334740,20534,,4307,,896215,362172,
613,CAJAMARCA,CELENDIN,JOSÉ GALVEZ,350356,140901,141069,50699,13508396,2387196,51993,68922,1096827,503519,830293,3457099,2066886,625896,109073,,92495,,4055214,1349430,
614,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLÁN,485950,92613,46049,139131,13877083,3314678,139435,3637,1167166,450519,1451835,3268672,1164588,404465,129477,,121784,,5635854,2006595,
615,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,238665,80314,13938,6795,5619491,1522200,2273,,521278,323083,289636,1218992,250843,405095,23571,,,,1889811,678958,
616,CAJAMARCA,CELENDIN,OXAMARCA,555909,64286,343063,7295,32556953,1947997,58081,,209675,428781,218557,1772073,834357,279534,144134,,32348,70003,8422465,1303047,
617,CAJAMARCA,CELENDIN,SOROCHUCO,251782,160105,583311,139299,22214486,5618692,378708,,897268,1240282,733994,2903986,1897964,907769,25401,,960349,,8078694,4905176,
618,CAJAMARCA,CELENDIN,SUCRE,1021382,327674,142436,33175,31945966,3819657,503923,,645373,708270,545074,2030953,1582289,893529,105830,,12938,,9981646,2264526,
619,CAJAMARCA,CELENDIN,UTCO,100659,163240,39883,32476,8338092,1470180,122878,,492983,440916,230551,1143285,619073,203348,28523,,22601,,2278775,1511680,
620,CAJAMARCA,CHOTA,ANGUIA,72267,13673,189281,76340,9512939,961525,26250,,270646,264051,377902,859281,707044,144230,22485,,357635,,2503062,855947,
621,CAJAMARCA,CHOTA,CHADÍN,45623,372075,203932,228601,12012276,2972956,506338,863,830986,1297734,1048256,1573880,552660,444832,13513,,227029,,3453701,2128204,
622,CAJAMARCA,CHOTA,CHALAMARCA,925124,436295,253704,87798,50772749,13123583,166106,24830,2883400,1539355,2165277,6462805,2034840,1453198,477205,47457,492674,,18719512,6207456,
623,CAJAMARCA,CHOTA,CHIGUIRIP,119324,17472,314410,5884,23304140,2610307,18658,,897447,562389,551858,1633943,506114,775559,26348,,319749,,7882702,1573339,
624,CAJAMARCA,CHOTA,CHIMBAN,,66265,266434,243676,2667638,692317,167508,,860524,219308,729117,1195143,765983,248883,,,3332,,1026671,349934,
625,CAJAMARCA,CHOTA,CHOROPAMPA,163773,11311,669176,31438,5165303,660317,496840,382,1059066,614920,488508,1275873,492924,434003,56865,,71076,,1571126,753980,47
626,CAJAMARCA,CHOTA,CHOTA,3281417,36687223,56144760,11148059,315869291,91759534,10599661,54116,67194656,30277339,33586844,81271801,32572443,14983472,1211121,9119770,21017252,17084,130585136,55469512,584951
627,CAJAMARCA,CHOTA,COCHABAMBA,97373,24911,168206,12964,12214198,1742340,329889,,1474275,605248,651988,1928855,1053780,548650,46706,1,38454,,4285447,1929621,
628,CAJAMARCA,CHOTA,CONCHÁN,418947,846225,978931,164689,26683733,6100361,309827,,641020,773686,454703,2220455,558287,392341,270449,241346,962335,,12140157,3219201,
629,CAJAMARCA,CHOTA,HUAMBOS,44266,158811,998496,146493,18808723,2853301,238523,,1526840,1224433,981661,2721676,1282775,939753,7514,,225862,59137,6055506,2486712,124329
630,CAJAMARCA,CHOTA,LAJAS,725762,997402,4289477,888026,46562738,15996015,429232,,3548861,3114322,3114015,8730827,4379219,3375353,415927,175019,923647,40239,21066209,9215557,
631,CAJAMARCA,CHOTA,LLAMA,30486,106644,549335,178382,9742468,938987,234555,,908647,819863,998557,2212324,524128,458204,11092,,20400,,1780714,869630,
632,CAJAMARCA,CHOTA,MIRACOSTA,14546,128412,312207,523373,3663628,705214,9113,,305796,323627,466101,872912,274295,4035,11304,,,12174,995278,283749,
633,CAJAMARCA,CHOTA,PACCHA,97550,41141,170361,51046,14435621,4109480,426319,,789490,690208,892185,1767803,1117891,457517,62101,158499,209036,,5164045,3210062,202530
634,CAJAMARCA,CHOTA,PION,578,1426,269362,164750,1061526,96540,15119,,308092,339200,216493,426819,145145,35358,,,20438,,294559,89362,
635,CAJAMARCA,CHOTA,QUEROCOTO,72144,250886,959636,282893,18672909,1434922,630523,,1498888,998889,970824,2787292,1555733,562485,16887,,297698,,4766196,1188387,
636,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,30890,5497,148257,17813,1551324,448690,50728,,148172,283439,303866,637130,214943,1075,1272,,456293,,363122,506336,
637,CAJAMARCA,CHOTA,TACABAMBA,494829,1216462,2514053,820764,67971769,6863536,435279,1004,2958303,2185046,1570677,7051510,1719750,722523,267896,54647,644066,,20155429,5202793,88302
638,CAJAMARCA,CHOTA,TOCMOCHE,10356,1309,287487,304472,2324811,107764,8350,,168608,322333,170824,349794,64257,3363,9800,,,,489994,25787,
639,CAJAMARCA,CONTUMAZÁ,CHILETE,244792,273155,528520,799995,9970901,2003192,303784,,1136840,1244266,1705210,2855856,2907680,1129813,112603,,47,,2227911,484438,
640,CAJAMARCA,CONTUMAZÁ,CONTUMAZÁ,329604,410591,1036171,1692167,13517295,1700945,444907,15620,1277701,2050089,4412719,5806746,3267664,1230787,62797,,194205,,3454516,682580,
641,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,53404,531730,362232,204761,2287002,284466,5889,,880359,502172,159859,779380,550655,140727,19934,,,,334045,135812,
642,CAJAMARCA,CONTUMAZÁ,GUZMANGO,46552,436,134161,2975,3185001,439701,68497,,119479,231504,261997,548773,99546,14797,15827,,,,965851,177586,
643,CAJAMARCA,CONTUMAZÁ,SAN BENITO,6474,24152,28874,130786,12729375,227314,35766,,173514,554243,748626,934075,323579,267756,3309,,51519,,2424787,221038,
644,CAJAMARCA,CONTUMAZÁ,SANTA CRUZ DE TOLED,87297,64268,34578,1653,3530305,154888,3450,,110302,256026,311534,297377,35184,56946,68300,,361366,,1036109,138742,
645,CAJAMARCA,CONTUMAZÁ,TANTARICA,111732,3846,579223,20289,5023983,366968,36577,,195730,806669,581138,797951,383465,6209,74769,,958,,1151595,298947,
646,CAJAMARCA,CONTUMAZÁ,YONAN,312011,1414330,2989023,1122027,20192754,3396530,1667314,2951,2827680,3741802,3548226,6884785,4046091,1575532,65122,49775,66762,,3490527,994050,
647,CAJAMARCA,CUTERVO,CALLAYUC,73535,206192,2278132,51560,17296326,1921949,740926,,1019984,780551,554480,3524177,1233203,294470,39082,128262,1590029,,4698695,1368515,
648,CAJAMARCA,CUTERVO,CHOROS,15338,102923,34687,29959,7797700,1082072,81712,,1017798,450651,485714,1702035,558748,543514,,,285646,,1692426,630153,
649,CAJAMARCA,CUTERVO,CUJILLO,37178,18651,71477,6072,5420686,962989,6273,,595369,373410,941462,1071447,357184,59201,8921,,116479,,1119093,515736,
650,CAJAMARCA,CUTERVO,CUTERVO,2822394,9732858,24055659,9082091,434570135,60196630,5527498,15805,32535311,12620426,17645317,66525903,34293463,4417022,1128183,2638984,7651798,,99069197,31564437,491996
651,CAJAMARCA,CUTERVO,LA RAMADA,47119,38982,232248,65181,14644361,945904,133267,,1319184,363690,512670,1683692,335353,107948,41123,,59269,,3127081,439467,
652,CAJAMARCA,CUTERVO,PIMPINGOS,63256,390095,848055,151726,12793555,1677041,188642,,936855,804392,1083882,3572973,551012,424598,,236937,117434,,3250467,1040327,
653,CAJAMARCA,CUTERVO,QUEROCOTILLO,67608,339960,836776,208972,23221720,2956173,495954,,1716973,1277751,1265549,6002596,2557534,848268,32731,,251065,28758,6100003,1844350,
654,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,35243,171545,349790,347379,19282595,1378294,689807,,1436972,656301,1224631,3914068,1574391,772259,27109,,37570,,4177800,681164,230413
655,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,10837,104593,46340,122454,10349576,784527,9518,,593864,240085,681302,1722705,535585,252768,10837,,86535,,1791359,198406,
656,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,109921,86060,34780,753834,11326146,743798,185510,,749041,368075,647200,1988455,992392,423439,42429,,79769,,2086910,281685,
657,CAJAMARCA,CUTERVO,SANTA CRUZ,36533,37628,141427,88764,10259832,1039880,229357,,927359,635174,330961,1743962,916721,160388,2304,,,27211,3182194,566330,
658,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,72784,37431,355188,49645,18300411,3445674,111712,,854972,724610,840055,2478661,1251307,315622,12349,8245,142452,,4558601,1886084,
659,CAJAMARCA,CUTERVO,SANTO TOMAS,48617,209949,756607,574342,22025857,1386156,1596794,,2213566,945199,2040443,4325924,2683229,1294362,17545,15717,415293,,6361361,1310291,305494
660,CAJAMARCA,CUTERVO,SOCOTA,371241,421897,879509,1536113,46174186,5190785,185416,,3457020,987880,1831021,7925682,2969654,537135,150637,273736,196469,,8356617,2411469,
661,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,3079,106659,21472,10823,4283633,211215,16390,,370870,72912,531859,655993,256415,69316,,,,,691503,101170,
662,CAJAMARCA,HUALGAYOC,BAMBAMARCA,3433836,5861421,15193577,2901022,285503803,85614684,14071900,53516,22672122,11854006,16173338,43247909,25087211,8150580,1258488,1039596,5886848,31055,122515449,56130705,2891645
663,CAJAMARCA,HUALGAYOC,CHUGUR,15113,112431,240777,198239,6683025,3191183,23414,,1086599,1981969,1343175,2111496,2348444,711251,10113,,89002,87936,2726855,965027,
664,CAJAMARCA,HUALGAYOC,HUALGAYOC,775938,532520,4017082,430933,40712362,9398546,2451971,4823,1663368,5396555,1689075,7303635,2606008,5580785,336969,29632,744483,,13897106,6950769,124632
665,CAJAMARCA,JAEN,BELLAVISTA,97002,5203870,3439957,780476,57227053,6764423,1020295,,4819906,2808763,3946664,10619509,1890606,1303571,4843,329347,209884,6016,15603937,3974640,93437
666,CAJAMARCA,JAEN,CHONTALI,82252,152290,626023,669901,28357644,4669161,416786,,1846868,1077902,3007924,4454512,1007569,1199083,161215,,418115,48380,4783241,2418804,229871
667,CAJAMARCA,JAEN,COLASAY,59715,34121,1001526,390132,34799181,4105501,555641,,1519232,1320088,2505122,3937634,978976,1068072,3033,,298835,,8837528,2790573,108141
668,CAJAMARCA,JAEN,HUABAL,86612,289268,627155,265193,20092377,3856386,739644,,1625823,1157028,1439649,3603494,2172277,1069103,577,,190961,,5576177,2625968,59355
669,CAJAMARCA,JAEN,JAEN,4633455,147474964,253420022,53291327,813608450,141425271,230408654,1041,179800035,127351332,188574118,248636619,65053889,80038376,812001,18562373,76732161,4010658,176324093,79440173,16507029
670,CAJAMARCA,JAEN,LAS PIRIAS,49467,327805,3034821,206131,15503831,3537615,301572,,1209284,1108333,844964,2227605,985512,822369,24621,,1296489,,4476130,1236861,59689
671,CAJAMARCA,JAEN,POMAHUACA,80200,300713,1421058,161142,19972101,3149218,602298,,1824547,1700443,1929773,3572580,904561,802753,12612,,458292,,5956893,2301001,117267
672,CAJAMARCA,JAEN,PUCARÁ,136172,805924,6261097,924828,30975360,5835718,1237232,,2941321,1975715,6220668,9372477,2160239,1941123,75408,272007,1988071,23782,7803017,3063143,288519
673,CAJAMARCA,JAEN,SALLIQUE,64351,40968,304775,217334,11739597,1065478,878825,,976781,576820,609566,1542746,350655,136963,13092,,234157,25816,2654798,757814,412839
674,CAJAMARCA,JAEN,SAN FELIPE,64481,275928,823196,59850,7958376,2783266,254911,,855735,1006315,775660,2048970,701521,330163,990,136684,418047,,2377035,831381,
675,CAJAMARCA,JAEN,SAN JOSÉ DEL ALTO,42339,815588,3241378,255518,18656875,2803548,717623,,1631151,1076965,2228467,2474557,517241,910526,20683,183645,2355731,,5016205,1557884,281716
676,CAJAMARCA,JAEN,SANTA ROSA,136118,1197808,3179551,763570,36736848,3382691,1137754,,2345449,2169486,3137548,5069161,1485339,1173525,118064,152,1194992,64412,8019830,3180928,581015
677,CAJAMARCA,SAN IGNACIO,CHIRINOS,73627,248037,2267685,486360,34211606,6049752,883847,,3075139,2581836,2907487,5158209,1443031,1016614,14849,129881,729333,,9255121,4492596,332089
